 

stn;time;sre000h0
DLWIE;2022112610;8
DLWIE;2022112611;9
DLWIE;2022112612;0
DLWIE;2022112613;0
DLWIE;2022112614;0
DLWIE;2022112615;15
DLWIE;2022112616;0
DLWIE;2022112617;0
DLWIE;2022112618;0
DLWIE;2022112619;0
DLWIE;2022112620;0
DLWIE;2022112621;0
DLWIE;2022112622;0
DLWIE;2022112623;0
DLWIE;2022112700;0
DLWIE;2022112701;0
DLWIE;2022112702;0
DLWIE;2022112703;0
DLWIE;2022112704;0
DLWIE;2022112705;0
DLWIE;2022112706;0
DLWIE;2022112707;0
DLWIE;2022112708;58
DLWIE;2022112709;60
DLWIE;2022112710;60
DLWIE;2022112711;60
DLWIE;2022112712;60
DLWIE;2022112713;60
DLWIE;2022112714;60
DLWIE;2022112715;44
DLWIE;2022112716;0
DLWIE;2022112717;0
DLWIE;2022112718;0
DLWIE;2022112719;0
DLWIE;2022112720;0
DLWIE;2022112721;0
DLWIE;2022112722;0
DLWIE;2022112723;0
DLWIE;2022112800;0
DLWIE;2022112801;0
DLWIE;2022112802;0
DLWIE;2022112803;0
DLWIE;2022112804;0
DLWIE;2022112805;0
DLWIE;2022112806;0
DLWIE;2022112807;0
DLWIE;2022112808;0
DLWIE;2022112809;0
DLWIE;2022112810;0
DLWIE;2022112811;0
DLWIE;2022112812;0
DLWIE;2022112813;0
DLWIE;2022112814;0
DLWIE;2022112815;0
DLWIE;2022112816;0
DLWIE;2022112817;0
DLWIE;2022112818;0
DLWIE;2022112819;0
DLWIE;2022112820;0
DLWIE;2022112821;0
DLWIE;2022112822;0
DLWIE;2022112823;0
DLWIE;2022112900;0
DLWIE;2022112901;0
DLWIE;2022112902;0
DLWIE;2022112903;0
DLWIE;2022112904;0
DLWIE;2022112905;0
DLWIE;2022112906;0
DLWIE;2022112907;0
DLWIE;2022112908;0
DLWIE;2022112909;0
DLWIE;2022112910;0
DLWIE;2022112911;0
DLWIE;2022112912;0
DLWIE;2022112913;0
DLWIE;2022112914;0
DLWIE;2022112915;0
DLWIE;2022112916;0
DLWIE;2022112917;0
DLWIE;2022112918;0
DLWIE;2022112919;0
DLWIE;2022112920;0
DLWIE;2022112921;0
DLWIE;2022112922;0
DLWIE;2022112923;0
DLWIE;2022113000;0
DLWIE;2022113001;0
DLWIE;2022113002;0
DLWIE;2022113003;0
DLWIE;2022113004;0
DLWIE;2022113005;0
DLWIE;2022113006;0
DLWIE;2022113007;0
DLWIE;2022113008;0
DLWIE;2022113009;0
DLWIE;2022113010;0
DLWIE;2022113011;0
DLWIE;2022113012;0
DLWIE;2022113013;0
DLWIE;2022113014;0
DLWIE;2022113015;0
DLWIE;2022113016;0
DLWIE;2022113017;0
DLWIE;2022113018;0
DLWIE;2022113019;0
DLWIE;2022113020;0
DLWIE;2022113021;0
DLWIE;2022113022;0
DLWIE;2022113023;0

stn;time;sre000h0
DLWUN;2022110100;0
DLWUN;2022110101;0
DLWUN;2022110102;0
DLWUN;2022110103;0
DLWUN;2022110104;0
DLWUN;2022110105;0
DLWUN;2022110106;0
DLWUN;2022110107;1
DLWUN;2022110108;2
DLWUN;2022110109;0
DLWUN;2022110110;1
DLWUN;2022110111;3
DLWUN;2022110112;0
DLWUN;2022110113;0
DLWUN;2022110114;9
DLWUN;2022110115;14
DLWUN;2022110116;0
DLWUN;2022110117;0
DLWUN;2022110118;0
DLWUN;2022110119;0
DLWUN;2022110120;0
DLWUN;2022110121;0
DLWUN;2022110122;0
DLWUN;2022110123;0
DLWUN;2022110200;0
DLWUN;2022110201;0
DLWUN;2022110202;0
DLWUN;2022110203;0
DLWUN;2022110204;0
DLWUN;2022110205;0
DLWUN;2022110206;0
DLWUN;2022110207;0
DLWUN;2022110208;36
DLWUN;2022110209;16
DLWUN;2022110210;0
DLWUN;2022110211;10
DLWUN;2022110212;35
DLWUN;2022110213;51
DLWUN;2022110214;60
DLWUN;2022110215;40
DLWUN;2022110216;18
DLWUN;2022110217;0
DLWUN;2022110218;0
DLWUN;2022110219;0
DLWUN;2022110220;0
DLWUN;2022110221;0
DLWUN;2022110222;0
DLWUN;2022110223;0
DLWUN;2022110300;0
DLWUN;2022110301;0
DLWUN;2022110302;0
DLWUN;2022110303;0
DLWUN;2022110304;0
DLWUN;2022110305;0
DLWUN;2022110306;0
DLWUN;2022110307;0
DLWUN;2022110308;0
DLWUN;2022110309;42
DLWUN;2022110310;50
DLWUN;2022110311;60
DLWUN;2022110312;60
DLWUN;2022110313;33
DLWUN;2022110314;0
DLWUN;2022110315;0
DLWUN;2022110316;0
DLWUN;2022110317;0
DLWUN;2022110318;0
DLWUN;2022110319;0
DLWUN;2022110320;0
DLWUN;2022110321;0
DLWUN;2022110322;0
DLWUN;2022110323;0
DLWUN;2022110400;0
DLWUN;2022110401;0
DLWUN;2022110402;0
DLWUN;2022110403;0
DLWUN;2022110404;0
DLWUN;2022110405;0
DLWUN;2022110406;0
DLWUN;2022110407;0
DLWUN;2022110408;0
DLWUN;2022110409;0
DLWUN;2022110410;0
DLWUN;2022110411;0
DLWUN;2022110412;0
DLWUN;2022110413;0
DLWUN;2022110414;0
DLWUN;2022110415;0
DLWUN;2022110416;0
DLWUN;2022110417;0
DLWUN;2022110418;0
DLWUN;2022110419;0
DLWUN;2022110420;0
DLWUN;2022110421;0
DLWUN;2022110422;0
DLWUN;2022110423;0
DLWUN;2022110500;0
DLWUN;2022110501;0
DLWUN;2022110502;0
DLWUN;2022110503;0
DLWUN;2022110504;0
DLWUN;2022110505;0
DLWUN;2022110506;0
DLWUN;2022110507;0
DLWUN;2022110508;0
DLWUN;2022110509;2
DLWUN;2022110510;16
DLWUN;2022110511;6
DLWUN;2022110512;4
DLWUN;2022110513;38
DLWUN;2022110514;3
DLWUN;2022110515;30
DLWUN;2022110516;0
DLWUN;2022110517;0
DLWUN;2022110518;0
DLWUN;2022110519;0
DLWUN;2022110520;0
DLWUN;2022110521;0
DLWUN;2022110522;0
DLWUN;2022110523;0
DLWUN;2022110600;0
DLWUN;2022110601;0
DLWUN;2022110602;0
DLWUN;2022110603;0
DLWUN;2022110604;0
DLWUN;2022110605;0
DLWUN;2022110606;0
DLWUN;2022110607;11
DLWUN;2022110608;0
DLWUN;2022110609;29
DLWUN;2022110610;59
DLWUN;2022110611;24
DLWUN;2022110612;2
DLWUN;2022110613;18
DLWUN;2022110614;51
DLWUN;2022110615;47
DLWUN;2022110616;0
DLWUN;2022110617;0
DLWUN;2022110618;0
DLWUN;2022110619;0
DLWUN;2022110620;0
DLWUN;2022110621;0
DLWUN;2022110622;0
DLWUN;2022110623;0
DLWUN;2022110700;0
DLWUN;2022110701;0
DLWUN;2022110702;0
DLWUN;2022110703;0
DLWUN;2022110704;0
DLWUN;2022110705;0
DLWUN;2022110706;0
DLWUN;2022110707;0
DLWUN;2022110708;4
DLWUN;2022110709;1
DLWUN;2022110710;50
DLWUN;2022110711;54
DLWUN;2022110712;21
DLWUN;2022110713;3
DLWUN;2022110714;0
DLWUN;2022110715;0
DLWUN;2022110716;0
DLWUN;2022110717;0
DLWUN;2022110718;0
DLWUN;2022110719;0
DLWUN;2022110720;0
DLWUN;2022110721;0
DLWUN;2022110722;0
DLWUN;2022110723;0
DLWUN;2022110800;0
DLWUN;2022110801;0
DLWUN;2022110802;0
DLWUN;2022110803;0
DLWUN;2022110804;0
DLWUN;2022110805;0
DLWUN;2022110806;0
DLWUN;2022110807;16
DLWUN;2022110808;60
DLWUN;2022110809;60
DLWUN;2022110810;60
DLWUN;2022110811;60
DLWUN;2022110812;60
DLWUN;2022110813;60
DLWUN;2022110814;60
DLWUN;2022110815;10
DLWUN;2022110816;0
DLWUN;2022110817;0
DLWUN;2022110818;0
DLWUN;2022110819;0
DLWUN;2022110820;0
DLWUN;2022110821;0
DLWUN;2022110822;0
DLWUN;2022110823;0
DLWUN;2022110900;0
DLWUN;2022110901;0
DLWUN;2022110902;0
DLWUN;2022110903;0
DLWUN;2022110904;0
DLWUN;2022110905;0
DLWUN;2022110906;0
DLWUN;2022110907;-
DLWUN;2022110908;0
DLWUN;2022110909;0
DLWUN;2022110910;0
DLWUN;2022110911;1
DLWUN;2022110912;0
DLWUN;2022110913;3
DLWUN;2022110914;53
DLWUN;2022110915;0
DLWUN;2022110916;0
DLWUN;2022110917;0
DLWUN;2022110918;0
DLWUN;2022110919;0
DLWUN;2022110920;0
DLWUN;2022110921;0
DLWUN;2022110922;0
DLWUN;2022110923;0
DLWUN;2022111000;0
DLWUN;2022111001;0
DLWUN;2022111002;0
DLWUN;2022111003;0
DLWUN;2022111004;0
DLWUN;2022111005;0
DLWUN;2022111006;0
DLWUN;2022111007;2
DLWUN;2022111008;3
DLWUN;2022111009;1
DLWUN;2022111010;10
DLWUN;2022111011;5
DLWUN;2022111012;12
DLWUN;2022111013;27
DLWUN;2022111014;8
DLWUN;2022111015;24
DLWUN;2022111016;0
DLWUN;2022111017;0
DLWUN;2022111018;0
DLWUN;2022111019;0
DLWUN;2022111020;0
DLWUN;2022111021;0
DLWUN;2022111022;0
DLWUN;2022111023;0
DLWUN;2022111100;0
DLWUN;2022111101;0
DLWUN;2022111102;0
DLWUN;2022111103;0
DLWUN;2022111104;0
DLWUN;2022111105;0
DLWUN;2022111106;0
DLWUN;2022111107;1
DLWUN;2022111108;50
DLWUN;2022111109;48
DLWUN;2022111110;42
DLWUN;2022111111;43
DLWUN;2022111112;21
DLWUN;2022111113;14
DLWUN;2022111114;17
DLWUN;2022111115;40
DLWUN;2022111116;9
DLWUN;2022111117;0
DLWUN;2022111118;0
DLWUN;2022111119;0
DLWUN;2022111120;0
DLWUN;2022111121;0
DLWUN;2022111122;0
DLWUN;2022111123;0
DLWUN;2022111200;0
DLWUN;2022111201;0
DLWUN;2022111202;0
DLWUN;2022111203;0
DLWUN;2022111204;0
DLWUN;2022111205;0
DLWUN;2022111206;0
DLWUN;2022111207;19
DLWUN;2022111208;60
DLWUN;2022111209;60
DLWUN;2022111210;60
DLWUN;2022111211;60
DLWUN;2022111212;60
DLWUN;2022111213;58
DLWUN;2022111214;55
DLWUN;2022111215;10
DLWUN;2022111216;0
DLWUN;2022111217;0
DLWUN;2022111218;0
DLWUN;2022111219;0
DLWUN;2022111220;0
DLWUN;2022111221;0
DLWUN;2022111222;0
DLWUN;2022111223;0
DLWUN;2022111300;0
DLWUN;2022111301;0
DLWUN;2022111302;0
DLWUN;2022111303;0
DLWUN;2022111304;0
DLWUN;2022111305;0
DLWUN;2022111306;0
DLWUN;2022111307;32
DLWUN;2022111308;60
DLWUN;2022111309;60
DLWUN;2022111310;60
DLWUN;2022111311;60
DLWUN;2022111312;60
DLWUN;2022111313;60
DLWUN;2022111314;60
DLWUN;2022111315;60
DLWUN;2022111316;20
DLWUN;2022111317;0
DLWUN;2022111318;0
DLWUN;2022111319;0
DLWUN;2022111320;0
DLWUN;2022111321;0
DLWUN;2022111322;0
DLWUN;2022111323;0
DLWUN;2022111400;0
DLWUN;2022111401;0
DLWUN;2022111402;0
DLWUN;2022111403;0
DLWUN;2022111404;0
DLWUN;2022111405;0
DLWUN;2022111406;0
DLWUN;2022111407;0
DLWUN;2022111408;0
DLWUN;2022111409;54
DLWUN;2022111410;60
DLWUN;2022111411;60
DLWUN;2022111412;60
DLWUN;2022111413;55
DLWUN;2022111414;52
DLWUN;2022111415;58
DLWUN;2022111416;15
DLWUN;2022111417;0
DLWUN;2022111418;0
DLWUN;2022111419;0
DLWUN;2022111420;0
DLWUN;2022111421;0
DLWUN;2022111422;0
DLWUN;2022111423;0
DLWUN;2022111500;0
DLWUN;2022111501;0
DLWUN;2022111502;0
DLWUN;2022111503;0
DLWUN;2022111504;0
DLWUN;2022111505;0
DLWUN;2022111506;0
DLWUN;2022111507;8
DLWUN;2022111508;15
DLWUN;2022111509;30
DLWUN;2022111510;22
DLWUN;2022111511;34
DLWUN;2022111512;60
DLWUN;2022111513;60
DLWUN;2022111514;53
DLWUN;2022111515;10
DLWUN;2022111516;3
DLWUN;2022111517;0
DLWUN;2022111518;0
DLWUN;2022111519;0
DLWUN;2022111520;0
DLWUN;2022111521;0
DLWUN;2022111522;0
DLWUN;2022111523;0
DLWUN;2022111600;0
DLWUN;2022111601;0
DLWUN;2022111602;0
DLWUN;2022111603;0
DLWUN;2022111604;0
DLWUN;2022111605;0
DLWUN;2022111606;0
DLWUN;2022111607;0
DLWUN;2022111608;0
DLWUN;2022111609;0
DLWUN;2022111610;0
DLWUN;2022111611;0
DLWUN;2022111612;0
DLWUN;2022111613;0
DLWUN;2022111614;7
DLWUN;2022111615;13
DLWUN;2022111616;0
DLWUN;2022111617;0
DLWUN;2022111618;0
DLWUN;2022111619;0
DLWUN;2022111620;0
DLWUN;2022111621;0
DLWUN;2022111622;0
DLWUN;2022111623;0
DLWUN;2022111700;0
DLWUN;2022111701;0
DLWUN;2022111702;0
DLWUN;2022111703;0
DLWUN;2022111704;0
DLWUN;2022111705;0
DLWUN;2022111706;0
DLWUN;2022111707;0
DLWUN;2022111708;0
DLWUN;2022111709;0
DLWUN;2022111710;0
DLWUN;2022111711;0
DLWUN;2022111712;0
DLWUN;2022111713;0
DLWUN;2022111714;0
DLWUN;2022111715;0
DLWUN;2022111716;0
DLWUN;2022111717;0
DLWUN;2022111718;0
DLWUN;2022111719;0
DLWUN;2022111720;0
DLWUN;2022111721;0
DLWUN;2022111722;0
DLWUN;2022111723;0
DLWUN;2022111800;0
DLWUN;2022111801;0
DLWUN;2022111802;0
DLWUN;2022111803;0
DLWUN;2022111804;0
DLWUN;2022111805;0
DLWUN;2022111806;0
DLWUN;2022111807;0
DLWUN;2022111808;0
DLWUN;2022111809;0
DLWUN;2022111810;0
DLWUN;2022111811;0
DLWUN;2022111812;0
DLWUN;2022111813;0
DLWUN;2022111814;0
DLWUN;2022111815;0
DLWUN;2022111816;0
DLWUN;2022111817;0
DLWUN;2022111818;0
DLWUN;2022111819;0
DLWUN;2022111820;0
DLWUN;2022111821;0
DLWUN;2022111822;0
DLWUN;2022111823;0
DLWUN;2022111900;0
DLWUN;2022111901;0
DLWUN;2022111902;0
DLWUN;2022111903;0
DLWUN;2022111904;0
DLWUN;2022111905;0
DLWUN;2022111906;0
DLWUN;2022111907;0
DLWUN;2022111908;0
DLWUN;2022111909;0
DLWUN;2022111910;0
DLWUN;2022111911;0
DLWUN;2022111912;0
DLWUN;2022111913;0
DLWUN;2022111914;0
DLWUN;2022111915;0
DLWUN;2022111916;0
DLWUN;2022111917;0
DLWUN;2022111918;0
DLWUN;2022111919;0
DLWUN;2022111920;0
DLWUN;2022111921;0
DLWUN;2022111922;0
DLWUN;2022111923;0
DLWUN;2022112000;0
DLWUN;2022112001;0
DLWUN;2022112002;0
DLWUN;2022112003;0
DLWUN;2022112004;0
DLWUN;2022112005;0
DLWUN;2022112006;0
DLWUN;2022112007;0
DLWUN;2022112008;0
DLWUN;2022112009;0
DLWUN;2022112010;0
DLWUN;2022112011;0
DLWUN;2022112012;0
DLWUN;2022112013;0
DLWUN;2022112014;4
DLWUN;2022112015;0
DLWUN;2022112016;0
DLWUN;2022112017;0
DLWUN;2022112018;0
DLWUN;2022112019;0
DLWUN;2022112020;0
DLWUN;2022112021;0
DLWUN;2022112022;0
DLWUN;2022112023;0
DLWUN;2022112100;0
DLWUN;2022112101;0
DLWUN;2022112102;0
DLWUN;2022112103;0
DLWUN;2022112104;0
DLWUN;2022112105;0
DLWUN;2022112106;0
DLWUN;2022112107;0
DLWUN;2022112108;0
DLWUN;2022112109;0
DLWUN;2022112110;0
DLWUN;2022112111;0
DLWUN;2022112112;2
DLWUN;2022112113;5
DLWUN;2022112114;9
DLWUN;2022112115;0
DLWUN;2022112116;0
DLWUN;2022112117;0
DLWUN;2022112118;0
DLWUN;2022112119;0
DLWUN;2022112120;0
DLWUN;2022112121;0
DLWUN;2022112122;0
DLWUN;2022112123;0
DLWUN;2022112200;0
DLWUN;2022112201;0
DLWUN;2022112202;0
DLWUN;2022112203;0
DLWUN;2022112204;0
DLWUN;2022112205;0
DLWUN;2022112206;0
DLWUN;2022112207;0
DLWUN;2022112208;0
DLWUN;2022112209;0
DLWUN;2022112210;0
DLWUN;2022112211;0
DLWUN;2022112212;0
DLWUN;2022112213;0
DLWUN;2022112214;0
DLWUN;2022112215;0
DLWUN;2022112216;0
DLWUN;2022112217;0
DLWUN;2022112218;0
DLWUN;2022112219;0
DLWUN;2022112220;0
DLWUN;2022112221;0
DLWUN;2022112222;0
DLWUN;2022112223;0
DLWUN;2022112300;0
DLWUN;2022112301;0
DLWUN;2022112302;0
DLWUN;2022112303;0
DLWUN;2022112304;0
DLWUN;2022112305;0
DLWUN;2022112306;0
DLWUN;2022112307;0
DLWUN;2022112308;0
DLWUN;2022112309;1
DLWUN;2022112310;7
DLWUN;2022112311;0
DLWUN;2022112312;4
DLWUN;2022112313;5
DLWUN;2022112314;0
DLWUN;2022112315;0
DLWUN;2022112316;0
DLWUN;2022112317;0
DLWUN;2022112318;0
DLWUN;2022112319;0
DLWUN;2022112320;0
DLWUN;2022112321;0
DLWUN;2022112322;0
DLWUN;2022112323;0
DLWUN;2022112400;0
DLWUN;2022112401;0
DLWUN;2022112402;0
DLWUN;2022112403;0
DLWUN;2022112404;0
DLWUN;2022112405;0
DLWUN;2022112406;0
DLWUN;2022112407;0
DLWUN;2022112408;0
DLWUN;2022112409;0
DLWUN;2022112410;0
DLWUN;2022112411;0
DLWUN;2022112412;0
DLWUN;2022112413;2
DLWUN;2022112414;0
DLWUN;2022112415;0
DLWUN;2022112416;0
DLWUN;2022112417;0
DLWUN;2022112418;0
DLWUN;2022112419;0
DLWUN;2022112420;0
DLWUN;2022112421;0
DLWUN;2022112422;0
DLWUN;2022112423;0
DLWUN;2022112500;0
DLWUN;2022112501;0
DLWUN;2022112502;0
DLWUN;2022112503;0
DLWUN;2022112504;0
DLWUN;2022112505;0
DLWUN;2022112506;0
DLWUN;2022112507;0
DLWUN;2022112508;0
DLWUN;2022112509;0
DLWUN;2022112510;4
DLWUN;2022112511;13
DLWUN;2022112512;24
DLWUN;2022112513;15
DLWUN;2022112514;0
DLWUN;2022112515;0
DLWUN;2022112516;0
DLWUN;2022112517;0
DLWUN;2022112518;0
DLWUN;2022112519;0
DLWUN;2022112520;0
DLWUN;2022112521;0
DLWUN;2022112522;0
DLWUN;2022112523;0
DLWUN;2022112600;0
DLWUN;2022112601;0
DLWUN;2022112602;0
DLWUN;2022112603;0
DLWUN;2022112604;0
DLWUN;2022112605;0
DLWUN;2022112606;0
DLWUN;2022112607;0
DLWUN;2022112608;0
DLWUN;2022112609;2
DLWUN;2022112610;8
DLWUN;2022112611;27
DLWUN;2022112612;0
DLWUN;2022112613;0
DLWUN;2022112614;0
DLWUN;2022112615;0
DLWUN;2022112616;0
DLWUN;2022112617;0
DLWUN;2022112618;0
DLWUN;2022112619;0
DLWUN;2022112620;0
DLWUN;2022112621;0
DLWUN;2022112622;0
DLWUN;2022112623;0
DLWUN;2022112700;0
DLWUN;2022112701;0
DLWUN;2022112702;0
DLWUN;2022112703;0
DLWUN;2022112704;0
DLWUN;2022112705;0
DLWUN;2022112706;0
DLWUN;2022112707;0
DLWUN;2022112708;0
DLWUN;2022112709;0
DLWUN;2022112710;0
DLWUN;2022112711;0
DLWUN;2022112712;0
DLWUN;2022112713;0
DLWUN;2022112714;0
DLWUN;2022112715;0
DLWUN;2022112716;0
DLWUN;2022112717;0
DLWUN;2022112718;0
DLWUN;2022112719;0
DLWUN;2022112720;0
DLWUN;2022112721;0
DLWUN;2022112722;0
DLWUN;2022112723;0
DLWUN;2022112800;0
DLWUN;2022112801;0
DLWUN;2022112802;0
DLWUN;2022112803;0
DLWUN;2022112804;0
DLWUN;2022112805;0
DLWUN;2022112806;0
DLWUN;2022112807;0
DLWUN;2022112808;0
DLWUN;2022112809;0
DLWUN;2022112810;0
DLWUN;2022112811;0
DLWUN;2022112812;0
DLWUN;2022112813;0
DLWUN;2022112814;0
DLWUN;2022112815;0
DLWUN;2022112816;0
DLWUN;2022112817;0
DLWUN;2022112818;0
DLWUN;2022112819;0
DLWUN;2022112820;0
DLWUN;2022112821;0
DLWUN;2022112822;0
DLWUN;2022112823;0
DLWUN;2022112900;0
DLWUN;2022112901;0
DLWUN;2022112902;0
DLWUN;2022112903;0
DLWUN;2022112904;0
DLWUN;2022112905;0
DLWUN;2022112906;0
DLWUN;2022112907;0
DLWUN;2022112908;0
DLWUN;2022112909;0
DLWUN;2022112910;0
DLWUN;2022112911;0
DLWUN;2022112912;0
DLWUN;2022112913;0
DLWUN;2022112914;0
DLWUN;2022112915;0
DLWUN;2022112916;0
DLWUN;2022112917;0
DLWUN;2022112918;0
DLWUN;2022112919;0
DLWUN;2022112920;0
DLWUN;2022112921;0
DLWUN;2022112922;0
DLWUN;2022112923;0
DLWUN;2022113000;0
DLWUN;2022113001;0
DLWUN;2022113002;0
DLWUN;2022113003;0
DLWUN;2022113004;0
DLWUN;2022113005;0
DLWUN;2022113006;0
DLWUN;2022113007;0
DLWUN;2022113008;0
DLWUN;2022113009;0
DLWUN;2022113010;0
DLWUN;2022113011;0
DLWUN;2022113012;0
DLWUN;2022113013;0
DLWUN;2022113014;0
DLWUN;2022113015;0
DLWUN;2022113016;0
DLWUN;2022113017;0
DLWUN;2022113018;0
DLWUN;2022113019;0
DLWUN;2022113020;0
DLWUN;2022113021;0
DLWUN;2022113022;0
DLWUN;2022113023;0

stn;time;sre000h0
WYN;2022110100;0
WYN;2022110101;0
WYN;2022110102;0
WYN;2022110103;0
WYN;2022110104;0
WYN;2022110105;0
WYN;2022110106;0
WYN;2022110107;0
WYN;2022110108;0
WYN;2022110109;0
WYN;2022110110;0
WYN;2022110111;0
WYN;2022110112;32
WYN;2022110113;60
WYN;2022110114;21
WYN;2022110115;13
WYN;2022110116;45
WYN;2022110117;0
WYN;2022110118;0
WYN;2022110119;0
WYN;2022110120;0
WYN;2022110121;0
WYN;2022110122;0
WYN;2022110123;0
WYN;2022110200;0
WYN;2022110201;0
WYN;2022110202;0
WYN;2022110203;0
WYN;2022110204;0
WYN;2022110205;0
WYN;2022110206;0
WYN;2022110207;0
WYN;2022110208;0
WYN;2022110209;0
WYN;2022110210;0
WYN;2022110211;0
WYN;2022110212;0
WYN;2022110213;55
WYN;2022110214;27
WYN;2022110215;34
WYN;2022110216;41
WYN;2022110217;0
WYN;2022110218;0
WYN;2022110219;0
WYN;2022110220;0
WYN;2022110221;0
WYN;2022110222;0
WYN;2022110223;0
WYN;2022110300;0
WYN;2022110301;0
WYN;2022110302;0
WYN;2022110303;0
WYN;2022110304;0
WYN;2022110305;0
WYN;2022110306;0
WYN;2022110307;0
WYN;2022110308;0
WYN;2022110309;0
WYN;2022110310;16
WYN;2022110311;2
WYN;2022110312;0
WYN;2022110313;0
WYN;2022110314;0
WYN;2022110315;0
WYN;2022110316;0
WYN;2022110317;0
WYN;2022110318;0
WYN;2022110319;0
WYN;2022110320;0
WYN;2022110321;0
WYN;2022110322;0
WYN;2022110323;0
WYN;2022110400;0
WYN;2022110401;0
WYN;2022110402;0
WYN;2022110403;0
WYN;2022110404;0
WYN;2022110405;0
WYN;2022110406;0
WYN;2022110407;0
WYN;2022110408;0
WYN;2022110409;0
WYN;2022110410;0
WYN;2022110411;0
WYN;2022110412;0
WYN;2022110413;0
WYN;2022110414;0
WYN;2022110415;0
WYN;2022110416;0
WYN;2022110417;0
WYN;2022110418;0
WYN;2022110419;0
WYN;2022110420;0
WYN;2022110421;0
WYN;2022110422;0
WYN;2022110423;0
WYN;2022110500;0
WYN;2022110501;0
WYN;2022110502;0
WYN;2022110503;0
WYN;2022110504;0
WYN;2022110505;0
WYN;2022110506;0
WYN;2022110507;0
WYN;2022110508;0
WYN;2022110509;0
WYN;2022110510;4
WYN;2022110511;0
WYN;2022110512;5
WYN;2022110513;0
WYN;2022110514;1
WYN;2022110515;3
WYN;2022110516;17
WYN;2022110517;0
WYN;2022110518;0
WYN;2022110519;0
WYN;2022110520;0
WYN;2022110521;0
WYN;2022110522;0
WYN;2022110523;0
WYN;2022110600;0
WYN;2022110601;0
WYN;2022110602;0
WYN;2022110603;0
WYN;2022110604;0
WYN;2022110605;0
WYN;2022110606;0
WYN;2022110607;0
WYN;2022110608;0
WYN;2022110609;0
WYN;2022110610;0
WYN;2022110611;0
WYN;2022110612;0
WYN;2022110613;0
WYN;2022110614;0
WYN;2022110615;0
WYN;2022110616;0
WYN;2022110617;0
WYN;2022110618;0
WYN;2022110619;0
WYN;2022110620;0
WYN;2022110621;0
WYN;2022110622;0
WYN;2022110623;0
WYN;2022110700;0
WYN;2022110701;0
WYN;2022110702;0
WYN;2022110703;0
WYN;2022110704;0
WYN;2022110705;0
WYN;2022110706;0
WYN;2022110707;0
WYN;2022110708;10
WYN;2022110709;35
WYN;2022110710;60
WYN;2022110711;60
WYN;2022110712;60
WYN;2022110713;60
WYN;2022110714;13
WYN;2022110715;4
WYN;2022110716;0
WYN;2022110717;0
WYN;2022110718;0
WYN;2022110719;0
WYN;2022110720;0
WYN;2022110721;0
WYN;2022110722;0
WYN;2022110723;0
WYN;2022110800;0
WYN;2022110801;0
WYN;2022110802;0
WYN;2022110803;0
WYN;2022110804;0
WYN;2022110805;0
WYN;2022110806;0
WYN;2022110807;0
WYN;2022110808;0
WYN;2022110809;0
WYN;2022110810;0
WYN;2022110811;0
WYN;2022110812;22
WYN;2022110813;56
WYN;2022110814;12
WYN;2022110815;0
WYN;2022110816;0
WYN;2022110817;0
WYN;2022110818;0
WYN;2022110819;0
WYN;2022110820;0
WYN;2022110821;0
WYN;2022110822;0
WYN;2022110823;0
WYN;2022110900;0
WYN;2022110901;0
WYN;2022110902;0
WYN;2022110903;0
WYN;2022110904;0
WYN;2022110905;0
WYN;2022110906;0
WYN;2022110907;0
WYN;2022110908;0
WYN;2022110909;0
WYN;2022110910;0
WYN;2022110911;0
WYN;2022110912;0
WYN;2022110913;0
WYN;2022110914;0
WYN;2022110915;0
WYN;2022110916;0
WYN;2022110917;0
WYN;2022110918;0
WYN;2022110919;0
WYN;2022110920;0
WYN;2022110921;0
WYN;2022110922;0
WYN;2022110923;0
WYN;2022111000;0
WYN;2022111001;0
WYN;2022111002;0
WYN;2022111003;0
WYN;2022111004;0
WYN;2022111005;0
WYN;2022111006;0
WYN;2022111007;0
WYN;2022111008;0
WYN;2022111009;4
WYN;2022111010;52
WYN;2022111011;52
WYN;2022111012;60
WYN;2022111013;54
WYN;2022111014;54
WYN;2022111015;41
WYN;2022111016;22
WYN;2022111017;0
WYN;2022111018;0
WYN;2022111019;0
WYN;2022111020;0
WYN;2022111021;0
WYN;2022111022;0
WYN;2022111023;0
WYN;2022111100;0
WYN;2022111101;0
WYN;2022111102;0
WYN;2022111103;0
WYN;2022111104;0
WYN;2022111105;0
WYN;2022111106;0
WYN;2022111107;0
WYN;2022111108;0
WYN;2022111109;0
WYN;2022111110;0
WYN;2022111111;0
WYN;2022111112;0
WYN;2022111113;0
WYN;2022111114;0
WYN;2022111115;0
WYN;2022111116;0
WYN;2022111117;0
WYN;2022111118;0
WYN;2022111119;0
WYN;2022111120;0
WYN;2022111121;0
WYN;2022111122;0
WYN;2022111123;0
WYN;2022111200;0
WYN;2022111201;0
WYN;2022111202;0
WYN;2022111203;0
WYN;2022111204;0
WYN;2022111205;0
WYN;2022111206;0
WYN;2022111207;0
WYN;2022111208;0
WYN;2022111209;0
WYN;2022111210;0
WYN;2022111211;0
WYN;2022111212;0
WYN;2022111213;0
WYN;2022111214;0
WYN;2022111215;0
WYN;2022111216;0
WYN;2022111217;0
WYN;2022111218;0
WYN;2022111219;0
WYN;2022111220;0
WYN;2022111221;0
WYN;2022111222;0
WYN;2022111223;0
